false;68;Die Watschenkappe von Oja;09.06.1980;LTB;Alles Gute, Donald!
false;69;Der Südsee-Yeti;14.07.1980;LTB;Dagoberts große Schau
false;70;Helden des Weltraums;15.09.1980;LTB;Rund um die Welt mit Micky Maus
false;71;Abenteuer in Taba-Taba;10.11.1980;LTB;Die Geschäfte des Onkel Dagobert
false;72;Der Geist aus der Ming-Vase;12.01.1981;LTB;Viel Lärm um Donald
false;73;Das falsche Gespenst;09.03.1981;LTB;Micky greift ein
false;74;Linsen aus Babylonien;11.05.1981;LTB;Der Stolz der Familie
false;75;Phantomias greift durch!;15.06.1981;LTB;Ferien mit Phantomias
false;76;Die Kralle der Kali;13.07.1981;LTB;Ein Fall für Micky
false;77;Agent QQ7;14.09.1981;LTB;Gestatten, mein Name ist Duck!
false;78;Gefährliche Versteckspiele;09.11.1981;LTB;Onkel Dagobert gibt sich die Ehre
false;79;Gnadenlose Gegner;11.01.1982;LTB;Onkel Dagobert auf Taler-Safari
false;80;Ärger mit den Vorfahren;08.03.1982;LTB;Fantastische Geschichten mit Micky
false;81;Der Kampf ums Gold;10.05.1982;LTB;Donald im Rampenlicht
false;82;Das erste Fussballspiel der Welt;14.06.1982;LTB;Donald vor! Noch ein Tor!
false;83;Phantomias und die Schwarze Maske;12.07.1982;LTB;Phantomias bittet zum Tanz
false;84;Der Autoklau geht um;13.09.1982;LTB;Mit Volldampf ins Abenteuer
false;85;Der Zauberwald;15.11.1982;LTB;Ein Hoch auf Donald Duck
false;86;Ein gefährlicher Auftrag;10.01.1983;LTB;Aus dem Leben eines Milliardärs
false;87;Das grüne Feuer;14.03.1983;LTB;Micky ist wieder da!
false;88;Der schwarze Korsar;19.05.1983;LTB;Donald sticht in See
false;89;Onkel Dagobert hoch drei;13.06.1983;LTB;Der Boß bin ich!
false;90;Mondbasis in Gefahr!;11.07.1983;LTB;Mickys Mondfahrt
false;91;Das singende Totem;12.09.1983;LTB;Der Weg zum Erfolg
false;92;Der Siegerkuss;14.11.1983;LTB;Donalds bunte Welt
false;93;Glanz und Gloria derer von Duck;09.01.1984;LTB;Die Macht des Goldes
false;94;Unter falschem Verdacht;12.03.1984;LTB;Micky groß in Form
false;95;Der sprechende Zauberberg;07.05.1984;LTB;Onkel Dagobert erzählt
false;96;Ungeahnte Talente;01.06.1984;LTB;Donald bleibt auf Kurs
false;97;Die heiße Spur;06.07.1984;LTB;Olympisches Allerlei
false;98;Die verschwundenen Raketen;03.08.1984;LTB;Vorhang auf für Micky und Gamma
false;99;Der blaue Fluch;07.09.1984;LTB;Onkel Dagobert schwimmt im Geld
false;100;Jubiläumsausgabe;09.11.1984;LTB;Ein Fest für Donald
false;101;Donald setzt sich durch;04.01.1985;LTB;Dicke Luft im Hause Duck
false;102;Hut ab vor Phantomias!;22.02.1985;LTB;Du bist ein As, Phantomias!
false;103;Südseeträume;04.04.1985;LTB;Der Duck Clan
false;104;Der magische Zylinder;24.05.1985;LTB;Dagobert das Finanzgenie
false;105;Andere Länder, andere Sitten;05.07.1985;LTB;Ich bin die Nummer Eins
false;106;Der Tüpfelwal;23.08.1985;LTB;Donald der Tausendsassa
false;107;Der makabre Magier;11.10.1985;LTB;Wer zuletzt lacht...
false;108;Künstlerpech;29.11.1985;LTB;Donald ist im Bilde
false;109;Das Lied der Prärie;10.01.1986;LTB;
false;110;Gittas Zauberkünste;21.02.1986;LTB;Donald ist mein Typ
false;111;Das Zauberwasser;04.04.1986;LTB;Dagobert dreht voll auf
false;112;Goofy Holmes;16.05.1986;LTB;Mit Pauken und Trompeten
false;113;Die Goldsonde;04.07.1986;LTB;Manege frei für Donald Duck
false;114;Die Trompeter von Fort Attacke;15.08.1986;LTB;Rallye Entenhausen
false;115;Millionen mit Melonen;30.09.1986;LTB;Riesenspaß beim Ringelpiez
false;116;Onkel Dagobert auf Abwegen;28.11.1986;LTB;Ohne Netz und doppelten Boden
false;117;Die Ducks... vom Winde verweht;13.01.1987;LTB;
false;118;Der große Preis vom Erpelheimring;03.03.1987;LTB;Donald der Weltenbummler
false;119;Im Lande Liliput;21.04.1987;LTB;Fern von Entenhausen
false;120;Die Lichterkrone;09.06.1987;LTB;Entenhausener Wunschkonzert
false;121;Der vergessene Schrein;21.07.1987;LTB;Phantomias und seine Freunde
false;122;Krieg und Frieden;01.09.1987;LTB;Querfeldein über Stock und Stein
false;123;Christoph Kolumbus;13.10.1987;LTB;Onkel Dagobert lebe hoch!
false;124;Das gläserne Schwert;01.12.1987;LTB;Wettlauf ins Ungewisse
false;125;Entführt!;12.01.1988;LTB;Freie Fahrt für Phantomias
false;126;Eine tolle Erfindung;01.03.1988;LTB;Donald, der Pechvogel
false;127;Die Bergung der Gigantic;19.04.1988;LTB;Die Ducks auf Abwegen
false;128;Der Duft des Geldes;07.06.1988;LTB;Goldregen bringt Segen
false;129;Die Klima-Krise;19.07.1988;LTB;Einer spielt falsch!
false;130;Olympisches Feuer;30.08.1988;LTB;Olympisches Fieber
false;131;Herzlichen Glückwunsch, Micky!;11.10.1988;LTB;60 Jahre Micky!
false;132;Im Reich der Sterne;29.11.1988;LTB;
false;133;Attila, der Hunnenkönig;10.01.1989;LTB;
false;134;Der schwebende Geldspeicher;28.02.1989;LTB;
false;135;Kampf um den Mondsand;11.04.1989;LTB;
false;136;Heisses Gold;23.05.1989;LTB;
false;137;Das güldene Fass;04.07.1989;LTB;
false;138;Ein aufdringlicher Begleiter;15.08.1989;LTB;
false;139;Invasion der Robot-Eulen;26.09.1989;LTB;
false;140;Der ewige Zweite...;21.11.1989;LTB;
false;141;Der Tiger von Masalia;09.01.1990;LTB;
false;142;Goldene Träume;20.02.1990;LTB;
false;143;Das Geheimnis der Silberleuchter;27.02.1990;LTB;
false;144;Der Geist des Mandarins;20.03.1990;LTB;Phantomias und Bubble Billy
false;145;Das Talermonster;24.04.1990;LTB;
false;146;Sportlich, sportlich...;22.05.1990;LTB;Die Sportskanonen
false;147;Das geheimnisvolle Geisterhaus;19.06.1990;LTB;Gold unter Wasser
false;148;Der magische Ring;24.07.1990;LTB;
false;149;Phantomias und das Indianerland;21.08.1990;LTB;Der goldene Krieger
false;150;Jubiläums Ausgabe 150;18.09.1990;LTB;
false;151;Der Dimensionssprung;23.10.1990;LTB;
false;152;Der Unglücksbringer;20.11.1990;LTB;
false;153;Der Schatz der Teufelszinne;18.12.1990;LTB;
false;154;Phantomias und die Dünnli-Diät;22.01.1991;LTB;
false;155;Abenteuer im Regenwald;19.02.1991;LTB;
false;156;Antike Geschäfte;19.03.1991;LTB;
false;157;Phantomias jagt Spectaculus;23.04.1991;LTB;
false;158;Der indische Tempel;21.05.1991;LTB;
false;159;Das Geheimis von Paris;18.06.1991;LTB;
false;160;Der wahre Pioniergeist;23.07.1991;LTB;Das Geheimnis von Paris
false;161;Der Hexentaler;20.08.1991;LTB;
false;162;Der goldene Totempfahl;17.09.1991;LTB;
false;163;Das Schloss der Glenna O`Duck;22.10.1991;LTB;
false;164;Der Schmutzgeier schlägt zu;19.11.1991;LTB;
false;165;Der dreizähnige Drache;17.12.1991;LTB;
false;166;Auf König Midas`Spuren;14.01.1992;LTB;
false;167;Die sieben Weltwunder;11.02.1992;LTB;
false;168;Kampf der Galaxien;10.03.1992;LTB;
false;169;Die schwimmende Insel;04.04.1992;LTB;
false;170;Eine Braut zuviel;12.05.1992;LTB;
false;171;Der Schmutzgeier ist wieder da;09.06.1992;LTB;
false;172;25 tolle Jahre;23.06.1992;LTB;
false;173;Grrrr!;14.07.1992;LTB;
false;174;Olympia in Entenhausen;11.08.1992;LTB;
false;175;Jubiläums-Ausgabe;08.09.1992;LTB;
false;176;Das Tal der sieben Sonnen;13.10.1992;LTB;
false;177;Die Jagd auf Karte Nr.1;10.11.1992;LTB;
false;178;Der verhinderte Entdecker;09.12.1992;LTB;
false;179;Die neue Statue;12.01.1993;LTB;
false;180;Die rätselhaften Zwillingsvölker;09.02.1993;LTB;
false;181;Der Traum vom Großen Onkel;09.03.1993;LTB;
false;182;Die Suche nach dem Feuer;13.04.1993;LTB;
false;183;Die Zauberglocke;11.05.1993;LTB;
false;184;Eine Fantastische Reise;08.06.1993;LTB;
false;185;Das Wunderpferd;13.07.1993;LTB;
false;186;Graf Frost und das Zepter der Zeit;10.08.1993;LTB;
false;187;Der Held der Pharaonen;14.09.1993;LTB;
false;188;Die Perle der Südsee;12.10.1993;LTB;
false;189;Abenteuer in Absurdistan;09.11.1993;LTB;
false;190;Prallball im Weltall;14.12.1993;LTB;
false;191;Phantomias auf Abwegen?;11.01.1994;LTB;
false;192;Der Wüstenwurm;08.02.1994;LTB;
false;193;Der Gelbe Baron und sein Elastilon;08.03.1994;LTB;
false;194;Das Elexier der ewigen Jugend;12.04.1994;LTB;
false;195;Der Wildbach-Marathon;03.05.1994;LTB;
false;196;60 Jahre Superstar;17.05.1994;LTB;
false;197;Drachengold;07.06.1994;LTB;
false;198;Das grüne Gewissen;12.07.1994;LTB;
false;199;Abenteuer in Pyramontanien;09.08.1994;LTB;
false;200;Jubiläums-Ausgabe;13.09.1994;LTB;
false;201;Das Hexenlicht;11.10.1994;LTB;
false;202;Ein wahrer Held;08.11.1994;LTB;
false;203;Der Ritter ohne Furcht und Adel;13.12.1994;LTB;
false;204;Der Palast des Dagomesch;10.01.1995;LTB;
false;205;Die Adelsprüfung;07.02.1995;LTB;
false;206;Im Indianderland;07.03.1995;LTB;
false;207;Der Prügelknabe;04.04.1995;LTB;
false;208;Die Wächter der Zeit;02.05.1995;LTB;
false;209;Der gewaltige Zing Zong;06.06.1995;LTB;
false;210;Eine tolle Entdeckung;04.07.1995;LTB;
false;211;Der Glücksstern;01.08.1995;LTB;
false;212;Wo ist Onkel Dagobert?;05.09.1995;LTB;
false;213;Die Verlorene Welt;03.10.1995;LTB;
false;214;Der Dieb von Bagdad;07.11.1995;LTB;
false;215;Donleon der Schreckliche;05.12.1995;LTB;
false;216;Der doppelte Dagobert;09.01.1996;LTB;
false;217;Die Formel des Reichtums;06.02.1996;LTB;
false;218;Die Glückstaler-Allergie;05.03.1996;LTB;
false;219;Der Zauber-Zylinder;02.04.1996;LTB;
false;220;Das Geheimnis des 313;30.04.1996;LTB;
false;221;Das Buch der Wünsche;28.05.1996;LTB;
false;222;Der erste Held von Olympia;25.06.1996;LTB;
false;223;Die Zeitwanne;23.07.1996;LTB;
false;224;Schwebende Schurken;20.08.1996;LTB;
false;225;Jubiläums-Ausgabe;17.09.1996;LTB;
false;226;Der Geist aus der Kanne;15.10.1996;LTB;
false;227;Scherben bringen Glück;12.11.1996;LTB;
false;228;Der Goldene Preis;10.12.1996;LTB;
false;229;Der Gangsterschatz;07.01.1997;LTB;
false;230;30 Jahre Lustiges Taschenbuch;21.01.1997;LTB;
false;231;Phantomias und die Zauberer;04.02.1997;LTB;
false;232;Das Stimmwunder;04.03.1997;LTB;
false;233;Zeit ist Geld!;01.04.1997;LTB;
false;234;Die Jagd nach dem Sumpfmonster;06.05.1997;LTB;
false;235;Der Schulbusfahrer;03.06.1997;LTB;
false;236;50 Jahre Onkel Dagobert;01.07.1997;LTB;
false;237;Im Land der Saurier;05.08.1997;LTB;
false;238;Phantomias enttarnt?;02.09.1997;LTB;
false;239;60 turbulente Jahre mit Tick, Trick und Track;07.10.1997;LTB;
false;240;Die glorreiche Gänse-Garde;04.11.1997;LTB;
false;241;Achtung, Aufnahme!;02.12.1997;LTB;
false;242;Wettlauf der Erben;06.01.1998;LTB;
false;243;Heisse Tage in Afrika;03.02.1998;LTB;
false;244;Der Schatz der Geisterberge;03.03.1998;LTB;
false;245;Der Regenmacher;31.03.1998;LTB;
false;246;Falsches Spiel mit Phantomias;28.04.1998;LTB;
false;247;Donaldo der Ballzauberer;26.05.1998;LTB;
false;248;Gefangen im Fürchteforst;23.06.1998;LTB;
false;249;Der verrückte Professor;21.07.1998;LTB;
false;250;Jubiläumsausgabe;18.08.1998;LTB;
false;251;Schatzsuche im Eis;15.09.1998;LTB;
false;252;Happy Birthday, Micky!;01.10.1998;LTB;
false;253;Das grosse Wagenrennen;10.11.1998;LTB;
false;254;Geschäfte in Transsylvanien;08.12.1998;LTB;
false;255;Donald in Aktion;05.01.1999;LTB;
false;256;Die Vulkaninsel;02.02.1999;LTB;
false;257;Der Zauberer von Hokapoka;08.03.1999;LTB;
false;258;Der Waldgeist;30.03.1999;LTB;
false;259;Die grosse Flut;27.04.1999;LTB;
false;260;Der Alptraum-Abwasch;25.05.1999;LTB;
false;261;Donald Duck - King of Comics;22.06.1999;LTB;
false;262;Dämonische Doppelgänger;20.07.1999;LTB;
false;263;Eine irrwitzige Irrfahrt;17.08.1999;LTB;
false;264;30 Jahre Fantastische Abenteuer mit Phantomias;14.09.1999;LTB;
false;265;Rennfahrer wider Willen;12.10.1999;LTB;
false;266;Ferien am Südpol;09.11.1999;LTB;
false;267;Ab ins Jahr 2000!;07.12.1999;LTB;
false;268;Jetzt schlägts 2000;04.01.2000;LTB;
false;269;Die Lichtdiebe von Kristalon;01.02.2000;LTB;
false;270;Der Niesende Geldsack;29.02.2000;LTB;
false;271;Donald Donnerson auf großer Fahrt;28.03.2000;LTB;
false;272;Die Wunderblume;25.04.2000;LTB;
false;273;Kleine Sensationen;23.05.2000;LTB;
false;274;Im Fussballfieber;20.06.2000;LTB;
false;275;Das Nest im Weltraum;18.07.2000;LTB;
false;276;Ein tolles Hobby;15.08.2000;LTB;
false;277;Dabei sein ist alles!;12.09.2000;LTB;
false;278;Der König der Tiefe;10.10.2000;LTB;
false;279;Eine lästige Allergie;01.11.2000;LTB;
false;280;Der Herr des Dschungels;05.12.2000;LTB;
false;281;Gefangen in Darkmoor;02.01.2001;LTB;
false;282;Am Anfang war das Eis;01.02.2001;LTB;
false;283;Die geheimnisvolle Maske;27.02.2001;LTB;
false;284;Ein verrücktes Pferderennen;27.03.2001;LTB;
false;285;Die Suche nach dem Super-Kraut;23.04.2001;LTB;
false;286;Unter Wölfen;22.05.2001;LTB;
false;287;Käpt'n Wirrbarts Münze;19.06.2001;LTB;
false;288;Superhelden im Doppelpack;17.07.2001;LTB;
false;289;Vertauschte Rollen;14.08.2001;LTB;
false;290;Die Monster vom Schlork;11.09.2001;LTB;
false;291;In den Fängen der Mumie;09.10.2001;LTB;
false;292;Sprung in die Zukunft;06.11.2001;LTB;
false;293;100 Jahre Walt Disney;04.12.2001;LTB;
false;294;Der Plattfuss aus den Wäldern;02.01.2002;LTB;
false;295;Gefährliche Träume;29.01.2002;LTB;
false;296;Die O.M.A. schlägt zurück;26.02.2002;LTB;
false;297;In den Klauen der Krokonen;26.03.2002;LTB;
false;298;Der Ball ist rund!;23.04.2002;LTB;
false;299;70 Jahre Superstar;21.05.2002;LTB;
false;300;300;25.06.2002;LTB;
false;301;Es kann nur einen geben!;23.07.2002;LTB;
false;302;Der listige Lampengeist;20.08.2002;LTB;
false;303;Riskanter Einsatz;17.09.2002;LTB;
false;304;Im Strudel der Zeit;15.10.2002;LTB;
false;305;Superheld im Anflug!;12.11.2002;LTB;
false;306;Onkel Dagobert blickt durch!;10.12.2002;LTB;
false;307;Glückwunsch, Glückpilz!;07.01.2003;LTB;
false;308;Gefahr aus der Tiefe;01.02.2003;LTB;
false;309;Halt den Schnabel;04.03.2003;LTB;
false;310;Der schwarze Schatten;01.04.2003;LTB;
false;311;Die rote Sonne;30.04.2003;LTB;
false;312;Die Unterwasser-Pillen;27.05.2003;LTB;
false;313;313;24.06.2003;LTB;
false;314;Ferien mit Donald Duck;22.07.2003;LTB;
false;315;Die Wunderbrille;19.08.2003;LTB;
false;316;Der Piratenschatz;16.09.2003;LTB;
false;317;Im Auge des Gesetzes;01.10.2003;LTB;
false;318;Alles Gute, Micky!;11.11.2003;LTB;
false;319;Herr der Klinge;09.12.2003;LTB;
false;320;Winterspass mit Donald Duck;05.01.2004;LTB;
false;321;Diamantenfieber;03.02.2004;LTB;
false;322;Angriff der Ameisen;02.03.2004;LTB;
false;323;Operation Omega;30.03.2004;LTB;
false;324;Der Wert des Geldes;27.04.2004;LTB;
false;325;Donald Duck - Megastar!;25.05.2004;LTB;
false;326;Typisch Donald;22.06.2004;LTB;
false;327;Bademeister Duck;20.07.2004;LTB;
false;328;Fair geht vor;17.08.2004;LTB;
false;329;Unter Hypnose;14.09.2004;LTB;
false;330;Der Supersänger;12.10.2004;LTB;
false;331;In tierischer Mission;09.11.2004;LTB;
false;332;Die Rückkehr des Rächers;07.12.2004;LTB;
false;333;333;04.01.2005;LTB;
false;334;Stromausfall in Entenhausen;01.02.2005;LTB;
false;335;Walkampf;01.03.2005;LTB;
false;336;Gefangen in der Wüste;29.03.2005;LTB;
false;337;Die Superhelden;26.04.2005;LTB;
false;338;Die Weltraumritter;24.05.2005;LTB;
false;339;Ferien mit den Ducks;21.06.2005;LTB;
false;340;Urlaubsgrüsse aus Entenhausen;19.07.2005;LTB;
false;341;Club der Milliardäre;16.08.2005;LTB;
false;342;Gefangen im Spukschloss;13.09.2005;LTB;
false;343;Ein Fall für Detektiv Duck;11.10.2005;LTB;
false;344;Phantomias gegen Leo Listig;08.11.2005;LTB;
false;345;Spaß im Schnee;06.12.2005;LTB;
false;346;Wo ist Donald Duck?;03.01.2006;LTB;
false;347;Spione wie wir!;31.01.2006;LTB;
false;348;Das Geisterhaus;28.02.2006;LTB;
false;349;Skandal in Entenhausen;28.03.2006;LTB;
false;350;Jubiläums-Ausgabe;25.04.2006;LTB;
false;351;Volltreffer;23.05.2006;LTB;
false;352;Reif für die Insel;20.06.2006;LTB;
false;353;Donald taucht ab;18.07.2006;LTB;
false;354;Das Geheimnis des Luna-Parks;15.08.2006;LTB;
false;355;Ein Hundeleben!;12.09.2006;LTB;
false;356;Sheriff gesucht;10.10.2006;LTB;
false;357;Rätsel um da Vinci;07.11.2006;LTB;
false;358;Unheimliche Erbschaft;05.12.2006;LTB;
false;359;Spion wider Willen;02.01.2007;LTB;
false;360;Spiel auf Zeit;30.01.2007;LTB;
false;361;Unter Rittern!;27.02.2007;LTB;
false;362;Auf Irrwegen;27.03.2007;LTB;
false;363;Der Ruf des Abenteuers;24.04.2007;LTB;
false;364;Glückwunsch, Goofy!;22.05.2007;LTB;
false;365;Die Insel der Piraten;19.06.2007;LTB;
false;366;Held in Badehosen;17.07.2007;LTB;
false;367;Kopfüber in den Sommer;14.08.2007;LTB;
false;368;Neffen in Gefahr!;11.09.2007;LTB;
false;369;40 Jahre Lustiges Taschenbuch;09.10.2007;LTB;
false;370;Rollentausch;06.11.2007;LTB;
false;371;Geld, Gold und Glück!;04.12.2007;LTB;
false;372;Alarm;02.01.2008;LTB;
false;373;Flucht nach Duckland;29.01.2008;LTB;
false;374;Donald blickt durch;26.02.2008;LTB;
false;375;Patient Donald Duck;25.03.2008;LTB;
false;376;Indiana Goof in: Sturz ins Abenteuer;22.04.2008;LTB;
false;377;Finale!;20.05.2008;LTB;
false;378;Endlich Ferien!;17.06.2008;LTB;
false;379;Platsch!;15.07.2008;LTB;
false;380;Ring frei!;12.08.2008;LTB;
false;381;Die dunkle Seite des Glückstalers;09.09.2008;LTB;
false;382;Welt ohne Farbe;07.10.2008;LTB;
false;383;Happy Birthday, Micky;04.11.2008;LTB;
false;384;Agent DoppelDuck;02.12.2008;LTB;
false;385;Hexenzauber;05.01.2009;LTB;
false;386;Liebe und Hiebe;03.02.2009;LTB;
false;387;Im Lesefieber!;03.03.2009;LTB;
false;388;Schurken und Scherben;31.03.2009;LTB;
false;389;Im Bann des Phantoms;28.04.2009;LTB;
false;390;Alles Gute, Donald!;26.05.2009;LTB;
false;391;Spaß am Strand;30.06.2009;LTB;
false;392;Urlaubsreif!;27.07.2009;LTB;
false;393;Mission Monster;25.08.2009;LTB;
false;394;Rasanter Einsatz;22.09.2009;LTB;
false;395;Raus aus der Krise;20.10.2009;LTB;
false;396;Duell der Giganten;17.11.2009;LTB;
false;397;Geldspeicher in Gefahr;11.12.2009;LTB;
false;398;Phantomias Superstar!;08.01.2010;LTB;
false;399;Seine erste Million;12.02.2010;LTB;
false;400;Jubiläumsausgabe;09.03.2010;LTB;
false;401;Agent ohne Angst;06.04.2010;LTB;
false;402;Glücksjäger;04.05.2010;LTB;
false;403;Cup am Kap;01.06.2010;LTB;
false;404;Sommerzeit;29.06.2010;LTB;
false;405;Urlaubszeit;27.07.2010;LTB;
false;406;Im Zwielicht;24.08.2010;LTB;
false;407;Spaß muss sein!;21.09.2010;LTB;
false;408;Phantomias taucht ab;19.10.2010;LTB;
false;409;Der Knall im All;16.11.2010;LTB;
false;410;Winterzauber;14.12.2010;LTB;
false;411;Entenhausen EISKALT!;11.01.2011;LTB;
false;412;Ausgezeichnet;08.02.2011;LTB;
false;413;Auf der Jagd;08.03.2011;LTB;
false;414;Held der Nacht;05.04.2011;LTB;
false;415;Kampf der Piraten;03.05.2011;LTB;
false;416;Reise ins Ich;31.05.2011;LTB;
false;417;Sommer...;28.06.2011;LTB;
false;418;.. Freien;26.07.2011;LTB;
false;419;Phantomias kehrt zurück;23.08.2011;LTB;
false;420;Rivalen für immer;20.09.2011;LTB;
false;421;Mission in Berlin;18.10.2011;LTB;
false;422;Die Unverbesserlichen;15.11.2011;LTB;
false;423;Sein ganzer Stolz;13.12.2011;LTB;
false;424;Donalds Lieblinge ;10.01.2012;LTB;
false;425;Agent DoppelDuck: EXTREMER EINSATZ ;07.02.2012;LTB;
false;426;Am Boden zerstört ;06.03.2012;LTB;
false;427;Total im Stress ;03.04.2012;LTB;
false;428;Enten in schwarz ;02.05.2012;LTB;
false;429;Jagd nach dem Ball;29.05.2012;LTB;
false;430;Sommer & Sonne;26.06.2012;LTB;
false;431;Strand & Meer;24.07.2012;LTB;
false;432;Abflug ins Abenteuer;21.08.2012;LTB;
false;433;Einsatz bei Nacht;18.09.2012;LTB;
false;434;Das Orakel der Mayas;16.10.2012;LTB;
false;435;Streng geheim;13.11.2012;LTB;
false;436;Enten in Rente;11.12.2012;LTB;
false;437;Gans im Glück;08.01.2013;LTB;
false;438;Einsatz in Europa;05.02.2013;LTB;
false;439;Goldene Zeiten;05.03.2013;LTB;
false;440;Ein Held für alle Fälle;02.04.2013;LTB;
false;441;Der einsame Wächter;30.04.2013;LTB;
