0;true;null;null
1;true;null;null
2;true;null;null
3;true;null;null
4;true;null;null
5;true;null;null
6;true;null;null
7;true;null;null
8;true;null;null
9;true;null;null
10;true;null;null
11;true;null;null
12;true;null;neu
13;true;null;null
14;true;null;null
15;true;null;null
16;true;null;null
17;true;null;null
18;true;null;null
19;true;null;null
20;true;null;null
21;true;null;null
22;true;null;null
23;true;null;null
24;true;null;null
25;true;null;null
26;true;null;null
27;true;null;null
28;true;null;null
29;true;null;null
30;true;null;null
31;true;null;null
32;false;null;null
33;true;null;null
34;true;null;null
35;true;null;null
36;true;null;null
37;true;null;null
38;true;null;null
39;true;null;null
40;false;null;null
41;true;null;neu
42;true;null;null
43;true;null;null
44;true;null;null
45;true;null;null
46;true;null;null
47;true;null;null
48;true;null;null
49;true;null;null
50;true;null;null
51;true;null;neu
52;true;null;null
53;true;null;null
54;true;null;null
55;true;null;null
56;true;null;null
57;true;null;null
58;true;null;null
59;true;null;null
60;true;null;null
61;true;null;null
62;true;null;null
63;true;null;null
64;true;null;null
65;true;null;null
66;true;null;null
67;true;null;null
68;true;null;null
69;true;null;null
70;true;null;null
71;true;null;null
72;true;null;null
73;true;null;null
74;true;null;null
75;true;null;null
76;true;null;null
77;false;null;null
78;true;null;null
79;false;null;null
80;true;null;null
81;true;null;null
82;true;null;null
83;true;null;null
84;true;null;null
85;true;null;null
86;true;null;null
87;true;null;null
88;true;null;null
89;true;null;null
90;true;null;null
91;true;null;null
92;true;null;null
93;true;null;null
94;true;null;null
95;true;null;null
96;true;null;null
97;true;null;null
98;true;null;null
99;true;null;null
100;true;null;null
101;true;null;null
102;true;null;null
103;true;null;null
104;true;null;null
105;true;null;null
106;false;null;null
107;false;null;null
108;true;null;null
109;true;null;null
110;true;null;null
111;true;null;null
112;true;null;null
113;true;null;null
114;true;null;null
115;true;null;null
116;true;null;null
117;true;null;null
118;true;null;null
119;true;null;null
120;true;null;null
121;true;null;null
122;true;null;null
123;true;null;neu
124;true;null;null
125;false;null;null
126;true;null;null
127;true;null;null
128;true;null;null
129;true;null;null
130;true;null;null
131;true;null;null
132;true;null;null
133;true;null;null
134;true;null;null
135;true;null;null
136;true;null;neu
137;true;null;null
138;true;null;null
139;true;null;neu
140;true;null;null
141;true;null;null
142;true;null;null
143;true;null;neu
144;true;null;null
145;true;null;null
146;true;null;null
147;true;null;null
148;false;null;null
149;true;null;null
150;true;null;null
151;false;null;null
152;false;null;null
153;true;null;null
154;true;null;null
155;true;null;null
156;false;null;null
157;true;null;null
158;true;null;null
159;true;null;null
160;true;null;null
161;false;null;null
162;false;null;null
163;true;null;null
164;true;null;null
165;true;null;neu
166;true;null;null
167;true;null;null
168;false;null;null
169;true;null;null
170;true;null;null
171;true;null;null
172;false;null;null
173;false;null;null
174;true;null;null
175;true;null;null
176;true;null;null
177;true;null;null
178;true;null;null
179;false;null;null
180;true;null;null
181;true;null;null
182;false;null;null
183;true;null;neu
184;true;null;null
185;false;null;null
186;true;null;null
187;true;null;null
188;true;null;null
189;true;null;null
190;true;null;null
191;true;null;null
192;true;null;null
193;true;null;null
194;true;null;null
195;false;null;null
196;true;null;null
197;true;null;null
198;true;null;null
199;true;null;null
200;true;null;null
201;true;null;null
202;true;null;null
203;true;null;neu
204;true;null;null
205;true;null;null
206;true;null;null
207;true;null;null
208;true;null;null
209;true;null;null
210;true;null;null
211;true;null;null
212;true;null;null
213;true;null;null
214;false;null;null
215;true;null;null
216;true;null;neu
217;true;null;neu
218;false;null;null
219;false;null;null
220;true;null;null
221;false;null;null
222;true;null;null
223;true;null;null
224;true;null;neu
225;true;null;null
226;true;null;neu
227;true;null;null
228;true;null;null
229;true;null;null
230;true;null;null
231;true;null;null
232;false;null;null
233;true;null;null
